0 30000000000 1.0
Linear 3 explicit
 1.350000 0.0 1.6876 7.12046
 1.360000 0.0 1.6876 7.12046
 1.370000 0.0 1.6876 7.12046
 1.380000 0.0 1.6876 7.12046
 1.390000 0.0 1.6876 7.12046
 1.400000 0.0 1.6876 7.12046
 1.410000 0.0 1.6876 7.12046
 1.420000 0.0 1.6876 7.12046
 1.430000 0.0 1.6876 7.12046
 1.440000 0.0 1.6876 7.12046
 1.450000 0.0 1.6876 7.12046
 1.460000 0.0 1.6876 7.12046
 1.470000 0.0 1.6876 7.12046
 1.480000 0.0 1.6876 7.12046
 1.490000 0.0 1.6876 7.12046
 1.500000 0.0 1.6876 7.12046
 1.510000 0.0 1.6876 7.12046
 1.520000 0.0 1.6876 7.12046
 1.530000 0.0 1.6876 7.12046
 1.540000 0.0 1.6876 7.12046
 1.550000 0.0 1.6876 7.12046
 1.560000 0.0 1.6876 7.12046
 1.570000 0.0 1.6876 7.12046
 1.580000 0.0 1.6876 7.12046
 1.590000 0.0 1.6876 7.12046
 1.600000 0.0 1.6876 7.12046
 1.610000 0.0 1.6876 7.12046
 1.620000 0.0 1.6876 7.12046
 1.630000 0.0 1.6876 7.12046
 1.640000 0.0 1.6876 7.12046
 1.650000 0.0 1.6876 7.12046
 1.660000 0.0 1.6876 7.12046
 1.670000 0.0 1.6876 7.12046
 1.680000 0.0 1.6876 7.12046
 1.690000 0.0 1.6876 7.12046
 1.700000 0.0 1.6876 7.12046
 1.710000 0.0 1.6876 7.12046
 1.720000 0.0 1.6876 7.12046
 1.730000 0.0 1.6876 7.12046
 1.740000 0.0 1.6876 7.12046
 1.750000 0.0 1.6876 7.12046
 1.760000 0.0 1.6876 7.12046
 1.770000 0.0 1.6876 7.12046
 1.780000 0.0 1.6876 7.12046
 1.790000 0.0 1.6876 7.12046
 1.800000 0.0 1.6876 7.12046
 1.810000 0.0 1.6876 7.12046
 1.820000 0.0 1.6876 7.12046
 1.830000 0.0 1.6876 7.12046
 1.840000 0.0 1.6876 7.12046
 1.850000 0.0 1.6876 7.12046
 1.860000 0.0 1.6876 7.12046
 1.870000 0.0 1.6876 7.12046
 1.880000 0.0 1.6876 7.12046
 1.890000 0.0 1.6876 7.12046
 1.900000 0.0 1.6876 7.12046
 1.910000 0.0 1.6876 7.12046
 1.920000 0.0 1.6876 7.12046
 1.930000 0.0 1.6876 7.12046
 1.940000 0.0 1.6876 7.12046
 1.950000 0.0 1.6876 7.12046
 1.960000 0.0 1.6876 7.12046
 1.970000 0.0 1.6876 7.12046
 1.980000 0.0 1.6876 7.12046
 1.990000 0.0 1.6876 7.12046
 2.000000 0.0 1.6876 7.12046
 2.010000 0.0 1.6876 7.12046
 2.020000 0.0 1.6876 7.12046
 2.030000 0.0 1.6876 7.12046
 2.040000 0.0 1.6876 7.12046
 2.050000 0.0 1.6876 7.12046
 2.060000 0.0 1.6876 7.12046
 2.070000 0.0 1.6876 7.12046
 2.080000 0.0 1.6876 7.12046
 2.090000 0.0 1.6876 7.12046
 2.100000 0.0 1.6876 7.12046
 2.110000 0.0 1.6876 7.12046
 2.120000 0.0 1.6876 7.12046
 2.130000 0.0 1.6876 7.12046
 2.140000 0.0 1.6876 7.12046
 2.150000 0.0 1.6876 7.12046
 2.160000 0.0 1.6876 7.12046
 2.170000 0.0 1.6876 7.12046
 2.180000 0.0 1.6876 7.12046
 2.190000 0.0 1.6876 7.12046
 2.200000 0.0 1.6876 7.12046
 2.210000 0.0 1.6876 7.12046
 2.220000 0.0 1.6876 7.12046
 2.230000 0.0 1.6876 7.12046
 2.240000 0.0 1.6876 7.12046
 2.250000 0.0 1.6876 7.12046
 2.260000 0.0 1.6876 7.12046
 2.270000 0.0 1.6876 7.12046
 2.280000 0.0 1.6876 7.12046
 2.290000 0.0 1.6876 7.12046
 2.300000 0.0 1.6876 7.12046
 2.310000 0.0 1.6876 7.12046
 2.320000 0.0 1.6876 7.12046
 2.330000 0.0 1.6876 7.12046
 2.340000 0.0 1.6876 7.12046
 2.350000 0.0 1.6876 7.12046
 2.360000 0.0 1.6876 7.12046
 2.370000 0.0 1.6876 7.12046
 2.380000 0.0 1.6876 7.12046
 2.390000 0.0 1.6876 7.12046
 2.400000 0.0 1.6876 7.12046
 2.410000 0.0 1.6876 7.12046
 2.420000 0.0 1.6876 7.12046
 2.430000 0.0 1.6876 7.12046
 2.440000 0.0 1.6876 7.12046
 2.450000 0.0 1.6876 7.12046
 2.460000 0.0 1.6876 7.12046
 2.470000 0.0 1.6876 7.12046
 2.480000 0.0 1.6876 7.12046
 2.490000 0.0 1.6876 7.12046
 2.500000 0.0 1.6876 7.12046
 2.510000 0.0 1.6876 7.12046
 2.520000 0.0 1.6876 7.12046
 2.530000 0.0 1.6876 7.12046
 2.540000 0.0 1.6876 7.12046
 2.550000 0.0 1.6876 7.12046
 2.560000 0.0 1.6876 7.12046
 2.570000 0.0 1.6876 7.12046
 2.580000 0.0 1.6876 7.12046
 2.590000 0.0 1.6876 7.12046
 2.600000 0.0 1.6876 7.12046
 2.610000 0.0 1.6876 7.12046
 2.620000 0.0 1.6876 7.12046
 2.630000 0.0 1.6876 7.12046
 2.640000 0.0 1.6876 7.12046
 2.650000 0.0 1.6876 7.12046
 2.660000 0.0 1.6876 7.12046
 2.670000 0.0 1.6876 7.12046
 2.680000 0.0 1.6876 7.12046
 2.690000 0.0 1.6876 7.12046
 2.700000 0.0 1.6876 7.12046
 2.710000 0.0 1.6876 7.12046
 2.720000 0.0 1.6876 7.12046
 2.730000 0.0 1.6876 7.12046
 2.740000 0.0 1.6876 7.12046
 2.750000 0.0 1.6876 7.12046
 2.760000 0.0 1.6876 7.12046
 2.770000 0.0 1.6876 7.12046
 2.780000 0.0 1.6876 7.12046
 2.790000 0.0 1.6876 7.12046
 2.800000 0.0 1.6876 7.12046
 2.810000 0.0 1.6876 7.12046
 2.820000 0.0 1.6876 7.12046
 2.830000 0.0 1.6876 7.12046
 2.840000 0.0 1.6876 7.12046
 2.850000 0.0 1.6876 7.12046
 2.860000 0.0 1.6876 7.12046
 2.870000 0.0 1.6876 7.12046
 2.880000 0.0 1.6876 7.12046
 2.890000 0.0 1.6876 7.12046
 2.900000 0.0 1.6876 7.12046
 2.910000 0.0 1.6876 7.12046
 2.920000 0.0 1.6876 7.12046
 2.930000 0.0 1.6876 7.12046
 2.940000 0.0 1.6876 7.12046
 2.950000 0.0 1.6876 7.12046
 2.960000 0.0 1.6876 7.12046
 2.970000 0.0 1.6876 7.12046
 2.980000 0.0 1.6876 7.12046
 2.990000 0.0 1.6876 7.12046
 3.000000 0.0 1.6876 7.12046
 3.010000 0.0 1.6876 7.12046
 3.020000 0.0 1.6876 7.12046
 3.030000 0.0 1.6876 7.12046
 3.040000 0.0 1.6876 7.12046
 3.050000 0.0 1.6876 7.12046
 3.060000 0.0 1.6876 7.12046
 3.070000 0.0 1.6876 7.12046
 3.080000 0.0 1.6876 7.12046
 3.090000 0.0 1.6876 7.12046
 3.100000 0.0 1.6876 7.12046
 3.110000 0.0 1.6876 7.12046
 3.120000 0.0 1.6876 7.12046
 3.130000 0.0 1.6876 7.12046
 3.140000 0.0 1.6876 7.12046
 3.150000 0.0 1.6876 7.12046
 3.160000 0.0 1.6876 7.12046
 3.170000 0.0 1.6876 7.12046
 3.180000 0.0 1.6876 7.12046
 3.190000 0.0 1.6876 7.12046
 3.200000 0.0 1.6876 7.12046
 3.210000 0.0 1.6876 7.12046
 3.220000 0.0 1.6876 7.12046
 3.230000 0.0 1.6876 7.12046
 3.240000 0.0 1.6876 7.12046
 3.250000 0.0 1.6876 7.12046
 3.260000 0.0 1.6876 7.12046
 3.270000 0.0 1.6876 7.12046
 3.280000 0.0 1.6876 7.12046
 3.290000 0.0 1.6876 7.12046
 3.300000 0.0 1.6876 7.12046
 3.310000 0.0 1.6876 7.12046
 3.320000 0.0 1.6876 7.12046
 3.330000 0.0 1.6876 7.12046
 3.340000 0.0 1.6876 7.12046
 3.350000 0.0 1.6876 7.12046
 3.360000 0.0 1.6876 7.12046
 3.370000 0.0 1.6876 7.12046
 3.380000 0.0 1.6876 7.12046
 3.390000 0.0 1.6876 7.12046
 3.400000 0.0 1.6876 7.12046
 3.410000 0.0 1.6876 7.12046
 3.420000 0.0 1.6876 7.12046
 3.430000 0.0 1.6876 7.12046
 3.440000 0.0 1.6876 7.12046
 3.450000 0.0 1.6876 7.12046
 3.460000 0.0 1.6876 7.12046
 3.470000 0.0 1.6876 7.12046
 3.480000 0.0 1.6876 7.12046
 3.490000 0.0 1.6876 7.12046
 3.500000 0.0 1.6876 7.12046
 3.510000 0.0 1.6876 7.12046
 3.520000 0.0 1.6876 7.12046
 3.530000 0.0 1.6876 7.12046
 3.540000 0.0 1.6876 7.12046
 3.550000 0.0 1.6876 7.12046
 3.560000 0.0 1.6876 7.12046
 3.570000 0.0 1.6876 7.12046
 3.580000 0.0 1.6876 7.12046
 3.590000 0.0 1.6876 7.12046
 3.600000 0.0 1.6876 7.12046
 3.610000 0.0 1.6876 7.12046
 3.620000 0.0 1.6876 7.12046
 3.630000 0.0 1.6876 7.12046
 3.640000 0.0 1.6876 7.12046
 3.650000 0.0 1.6876 7.12046
 3.660000 0.0 1.6876 7.12046
 3.670000 0.0 1.6876 7.12046
 3.680000 0.0 1.6876 7.12046
 3.690000 0.0 1.6876 7.12046
 3.700000 0.0 1.6876 7.12046
 3.710000 0.0 1.6876 7.12046
 3.720000 0.0 1.6876 7.12046
 3.730000 0.0 1.6876 7.12046
 3.740000 0.0 1.6876 7.12046
 3.750000 0.0 1.6876 7.12046
 3.760000 0.0 1.6876 7.12046
 3.770000 0.0 1.6876 7.12046
 3.780000 0.0 1.6876 7.12046
 3.790000 0.0 1.6876 7.12046
 3.800000 0.0 1.6876 7.12046
 3.810000 0.0 1.6876 7.12046
 3.820000 0.0 1.6876 7.12046
 3.830000 0.0 1.6876 7.12046
 3.840000 0.0 1.6876 7.12046
 3.850000 0.0 1.6876 7.12046
 3.860000 0.0 1.6876 7.12046
 3.870000 0.0 1.6876 7.12046
 3.880000 0.0 1.6876 7.12046
 3.890000 0.0 1.6876 7.12046
 3.900000 0.0 1.6876 7.12046
 3.910000 0.0 1.6876 7.12046
 3.920000 0.0 1.6876 7.12046
 3.930000 0.0 1.6876 7.12046
 3.940000 0.0 1.6876 7.12046
 3.950000 0.0 1.6876 7.12046
 3.960000 0.0 1.6876 7.12046
 3.970000 0.0 1.6876 7.12046
 3.980000 0.0 1.6876 7.12046
 3.990000 0.0 1.6876 7.12046
 4.000000 0.0 1.6876 7.12046
 4.010000 0.0 1.6876 7.12046
 4.020000 0.0 1.6876 7.12046
 4.030000 0.0 1.6876 7.12046
 4.040000 0.0 1.6876 7.12046
 4.050000 0.0 1.6876 7.12046
 4.060000 0.0 1.6876 7.12046
 4.070000 0.0 1.6876 7.12046
 4.080000 0.0 1.6876 7.12046
 4.090000 0.0 1.6876 7.12046
 4.100000 0.0 1.6876 7.12046
 4.110000 0.0 1.6876 7.12046
 4.120000 0.0 1.6876 7.12046
 4.130000 0.0 1.6876 7.12046
 4.140000 0.0 1.6876 7.12046
 4.150000 0.0 1.6876 7.12046
 4.160000 0.0 1.6876 7.12046
 4.170000 0.0 1.6876 7.12046
 4.180000 0.0 1.6876 7.12046
 4.190000 0.0 1.6876 7.12046
 4.200000 0.0 1.6876 7.12046
 4.210000 0.0 1.6876 7.12046
 4.220000 0.0 1.6876 7.12046
 4.230000 0.0 1.6876 7.12046
 4.240000 0.0 1.6876 7.12046
 4.250000 0.0 1.6876 7.12046
 4.260000 0.0 1.6876 7.12046
 4.270000 0.0 1.6876 7.12046
 4.280000 0.0 1.6876 7.12046
 4.290000 0.0 1.6876 7.12046
 4.300000 0.0 1.6876 7.12046
 4.310000 0.0 1.6876 7.12046
 4.320000 0.0 1.6876 7.12046
 4.330000 0.0 1.6876 7.12046
 4.340000 0.0 1.6876 7.12046
 4.350000 0.0 1.6876 7.12046
 4.360000 0.0 1.6876 7.12046
 4.370000 0.0 1.6876 7.12046
 4.380000 0.0 1.6876 7.12046
 4.390000 0.0 1.6876 7.12046
 4.400000 0.0 1.6876 7.12046
 4.410000 0.0 1.6876 7.12046
 4.420000 0.0 1.6876 7.12046
 4.430000 0.0 1.6876 7.12046
 4.440000 0.0 1.6876 7.12046
 4.450000 0.0 1.6876 7.12046
 4.460000 0.0 1.6876 7.12046
 4.470000 0.0 1.6876 7.12046
 4.480000 0.0 1.6876 7.12046
 4.490000 0.0 1.6876 7.12046
 4.500000 0.0 1.6876 7.12046
 4.510000 0.0 1.6876 7.12046
 4.520000 0.0 1.6876 7.12046
 4.530000 0.0 1.6876 7.12046
 4.540000 0.0 1.6876 7.12046
 4.550000 0.0 1.6876 7.12046
 4.560000 0.0 1.6876 7.12046
 4.570000 0.0 1.6876 7.12046
 4.580000 0.0 1.6876 7.12046
 4.590000 0.0 1.6876 7.12046
 4.600000 0.0 1.6876 7.12046
 4.610000 0.0 1.6876 7.12046
 4.620000 0.0 1.6876 7.12046
 4.630000 0.0 1.6876 7.12046
 4.640000 0.0 1.6876 7.12046
 4.650000 0.0 1.6876 7.12046
 4.660000 0.0 1.6876 7.12046
 4.670000 0.0 1.6876 7.12046
 4.680000 0.0 1.6876 7.12046
 4.690000 0.0 1.6876 7.12046
 4.700000 0.0 1.6876 7.12046
 4.710000 0.0 1.6876 7.12046
 4.720000 0.0 1.6876 7.12046
 4.730000 0.0 1.6876 7.12046
 4.740000 0.0 1.6876 7.12046
 4.750000 0.0 1.6876 7.12046
 4.760000 0.0 1.6876 7.12046
 4.770000 0.0 1.6876 7.12046
 4.780000 0.0 1.6876 7.12046
 4.790000 0.0 1.6876 7.12046
 4.800000 0.0 1.6876 7.12046
 4.810000 0.0 1.6876 7.12046
 4.820000 0.0 1.6876 7.12046
 4.830000 0.0 1.6876 7.12046
 4.840000 0.0 1.6876 7.12046
 4.850000 0.0 1.6876 7.12046
 4.860000 0.0 1.6876 7.12046
 4.870000 0.0 1.6876 7.12046
 4.880000 0.0 1.6876 7.12046
 4.890000 0.0 1.6876 7.12046
 4.900000 0.0 1.6876 7.12046
 4.910000 0.0 1.6876 7.12046
 4.920000 0.0 1.6876 7.12046
 4.930000 0.0 1.6876 7.12046
 4.940000 0.0 1.6876 7.12046
 4.950000 0.0 1.6876 7.12046
 4.960000 0.0 1.6876 7.12046
 4.970000 0.0 1.6876 7.12046
 4.980000 0.0 1.6876 7.12046
 4.990000 0.0 1.6876 7.12046
 5.000000 0.0 1.6876 7.12046
 5.010000 0.0 1.6876 7.12046
 5.020000 0.0 1.6876 7.12046
 5.030000 0.0 1.6876 7.12046
 5.040000 0.0 1.6876 7.12046
 5.050000 0.0 1.6876 7.12046
 5.060000 0.0 1.6876 7.12046
 5.070000 0.0 1.6876 7.12046
 5.080000 0.0 1.6876 7.12046
 5.090000 0.0 1.6876 7.12046
 5.100000 0.0 1.6876 7.12046
 5.110000 0.0 1.6876 7.12046
 5.120000 0.0 1.6876 7.12046
 5.130000 0.0 1.6876 7.12046
 5.140000 0.0 1.6876 7.12046
 5.150000 0.0 1.6876 7.12046
 5.160000 0.0 1.6876 7.12046
 5.170000 0.0 1.6876 7.12046
 5.180000 0.0 1.6876 7.12046
 5.190000 0.0 1.6876 7.12046
 5.200000 0.0 1.6876 7.12046
 5.210000 0.0 1.6876 7.12046
 5.220000 0.0 1.6876 7.12046
 5.230000 0.0 1.6876 7.12046
 5.240000 0.0 1.6876 7.12046
 5.250000 0.0 1.6876 7.12046
 5.260000 0.0 1.6876 7.12046
 5.270000 0.0 1.6876 7.12046
 5.280000 0.0 1.6876 7.12046
 5.290000 0.0 1.6876 7.12046
 5.300000 0.0 1.6876 7.12046
 5.310000 0.0 1.6876 7.12046
 5.320000 0.0 1.6876 7.12046
 5.330000 0.0 1.6876 7.12046
 5.340000 0.0 1.6876 7.12046
 5.350000 0.0 1.6876 7.12046
 5.360000 0.0 1.6876 7.12046
 5.370000 0.0 1.6876 7.12046
 5.380000 0.0 1.6876 7.12046
 5.390000 0.0 1.6876 7.12046
 5.400000 0.0 1.6876 7.12046
 5.410000 0.0 1.6876 7.12046
 5.420000 0.0 1.6876 7.12046
 5.430000 0.0 1.6876 7.12046
 5.440000 0.0 1.6876 7.12046
 5.450000 0.0 1.6876 7.12046
 5.460000 0.0 1.6876 7.12046
 5.470000 0.0 1.6876 7.12046
 5.480000 0.0 1.6876 7.12046
 5.490000 0.0 1.6876 7.12046
 5.500000 0.0 1.6876 7.12046
 5.510000 0.0 1.6876 7.12046
 5.520000 0.0 1.6876 7.12046
 5.530000 0.0 1.6876 7.12046
 5.540000 0.0 1.6876 7.12046
 5.550000 0.0 1.6876 7.12046
 5.560000 0.0 1.6876 7.12046
 5.570000 0.0 1.6876 7.12046
 5.580000 0.0 1.6876 7.12046
 5.590000 0.0 1.6876 7.12046
 5.600000 0.0 1.6876 7.12046
 5.610000 0.0 1.6876 7.12046
 5.620000 0.0 1.6876 7.12046
 5.630000 0.0 1.6876 7.12046
 5.640000 0.0 1.6876 7.12046
 5.650000 0.0 1.6876 7.12046
 5.660000 0.0 1.6876 7.12046
 5.670000 0.0 1.6876 7.12046
 5.680000 0.0 1.6876 7.12046
 5.690000 0.0 1.6876 7.12046
 5.700000 0.0 1.6876 7.12046
 5.710000 0.0 1.6876 7.12046
 5.720000 0.0 1.6876 7.12046
 5.730000 0.0 1.6876 7.12046
 5.740000 0.0 1.6876 7.12046
 5.750000 0.0 1.6876 7.12046
 5.760000 0.0 1.6876 7.12046
 5.770000 0.0 1.6876 7.12046
 5.780000 0.0 1.6876 7.12046
 5.790000 0.0 1.6876 7.12046
 5.800000 0.0 1.6876 7.12046
 5.810000 0.0 1.6876 7.12046
 5.820000 0.0 1.6876 7.12046
 5.830000 0.0 1.6876 7.12046
 5.840000 0.0 1.6876 7.12046
 5.850000 0.0 1.6876 7.12046
 5.860000 0.0 1.6876 7.12046
 5.870000 0.0 1.6876 7.12046
 5.880000 0.0 1.6876 7.12046
 5.890000 0.0 1.6876 7.12046
 5.900000 0.0 1.6876 7.12046
 5.910000 0.0 1.6876 7.12046
 5.920000 0.0 1.6876 7.12046
 5.930000 0.0 1.6876 7.12046
 5.940000 0.0 1.6876 7.12046
 5.950000 0.0 1.6876 7.12046
 5.960000 0.0 1.6876 7.12046
 5.970000 0.0 1.6876 7.12046
 5.980000 0.0 1.6876 7.12046
 5.990000 0.0 1.6876 7.12046
 6.000000 0.0 1.6876 7.12046
 6.010000 0.0 1.6876 7.12046
 6.020000 0.0 1.6876 7.12046
 6.030000 0.0 1.6876 7.12046
 6.040000 0.0 1.6876 7.12046
 6.050000 0.0 1.6876 7.12046
 6.060000 0.0 1.6876 7.12046
 6.070000 0.0 1.6876 7.12046
 6.080000 0.0 1.6876 7.12046
 6.090000 0.0 1.6876 7.12046
 6.100000 0.0 1.6876 7.12046
 6.110000 0.0 1.6876 7.12046
 6.120000 0.0 1.6876 7.12046
 6.130000 0.0 1.6876 7.12046
 6.140000 0.0 1.6876 7.12046
 6.150000 0.0 1.6876 7.12046
 6.160000 0.0 1.6876 7.12046
 6.170000 0.0 1.6876 7.12046
 6.180000 0.0 1.6876 7.12046
 6.190000 0.0 1.6876 7.12046
 6.200000 0.0 1.6876 7.12046
 6.210000 0.0 1.6876 7.12046
 6.220000 0.0 1.6876 7.12046
 6.230000 0.0 1.6876 7.12046
 6.240000 0.0 1.6876 7.12046
 6.250000 0.0 1.6876 7.12046
 6.260000 0.0 1.6876 7.12046
 6.270000 0.0 1.6876 7.12046
 6.280000 0.0 1.6876 7.12046
 6.290000 0.0 1.6876 7.12046
 6.300000 0.0 1.6876 7.12046
 6.310000 0.0 1.6876 7.12046
 6.320000 0.0 1.6876 7.12046
 6.330000 0.0 1.6876 7.12046
 6.340000 0.0 1.6876 7.12046
 6.350000 0.0 1.6876 7.12046
 6.360000 0.0 1.6876 7.12046
 6.370000 0.0 1.6876 7.12046
 6.380000 0.0 1.6876 7.12046
 6.390000 0.0 1.6876 7.12046
 6.400000 0.0 1.6876 7.12046
 6.410000 0.0 1.6876 7.12046
 6.420000 0.0 1.6876 7.12046
 6.430000 0.0 1.6876 7.12046
 6.440000 0.0 1.6876 7.12046
 6.450000 0.0 1.6876 7.12046
 6.460000 0.0 1.6876 7.12046
 6.470000 0.0 1.6876 7.12046
 6.480000 0.0 1.6876 7.12046
 6.490000 0.0 1.6876 7.12046
 6.500000 0.0 1.6876 7.12046
 6.510000 0.0 1.6876 7.12046
 6.520000 0.0 1.6876 7.12046
 6.530000 0.0 1.6876 7.12046
 6.540000 0.0 1.6876 7.12046
 6.550000 0.0 1.6876 7.12046
 6.560000 0.0 1.6876 7.12046
 6.570000 0.0 1.6876 7.12046
 6.580000 0.0 1.6876 7.12046
 6.590000 0.0 1.6876 7.12046
 6.600000 0.0 1.6876 7.12046
 6.610000 0.0 1.6876 7.12046
 6.620000 0.0 1.6876 7.12046
 6.630000 0.0 1.6876 7.12046
 6.640000 0.0 1.6876 7.12046
 6.650000 0.0 1.6876 7.12046
 6.660000 0.0 1.6876 7.12046
 6.670000 0.0 1.6876 7.12046
 6.680000 0.0 1.6876 7.12046
 6.690000 0.0 1.6876 7.12046
 6.700000 0.0 1.6876 7.12046
 6.710000 0.0 1.6876 7.12046
 6.720000 0.0 1.6876 7.12046
 6.730000 0.0 1.6876 7.12046
 6.740000 0.0 1.6876 7.12046
 6.750000 0.0 1.6876 7.12046
 6.760000 0.0 1.6876 7.12046
 6.770000 0.0 1.6876 7.12046
 6.780000 0.0 1.6876 7.12046
 6.790000 0.0 1.6876 7.12046
 6.800000 0.0 1.6876 7.12046
 6.810000 0.0 1.6876 7.12046
 6.820000 0.0 1.6876 7.12046
 6.830000 0.0 1.6876 7.12046
 6.840000 0.0 1.6876 7.12046
 6.850000 0.0 1.6876 7.12046
 6.860000 0.0 1.6876 7.12046
 6.870000 0.0 1.6876 7.12046
 6.880000 0.0 1.6876 7.12046
 6.890000 0.0 1.6876 7.12046
 6.900000 0.0 1.6876 7.12046
 6.910000 0.0 1.6876 7.12046
 6.920000 0.0 1.6876 7.12046
 6.930000 0.0 1.6876 7.12046
 6.940000 0.0 1.6876 7.12046
 6.950000 0.0 1.6876 7.12046
 6.960000 0.0 1.6876 7.12046
